Vehicle_ID,Make,Model,Year,Region,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,Usage_Type,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD
1218,BMW,i4,2023,Australia,Hatchback,56.2,91.5,315,73.1,0.99,1169,21.04,219075,77.8,166,6.07,2.7,Personal,26.29,401,2125,0.27,1037.1,21900
1219,Chevrolet,Bolt EUV,2022,Australia,SUV,41.5,72.1,203,50.2,1.05,786,23.01,182281,72.7,193,8.6,-6.3,Fleet,21.87,1169,2052,0.26,908.76,14256
1220,Volkswagen,ID.4,2022,Australia,Hatchback,54.4,73.7,233,198.1,0.32,227,21.07,237909,89.9,201,6.63,-1.5,Fleet,28.55,1527,1906,0.28,1169.64,21921
1221,Ford,F-150 Lightning,2021,Asia,Sedan,81.1,78.5,385,205.9,0.53,650,19.52,19770,59.7,135,5.92,29.5,Personal,2.37,1147,848,0.08,25.73,26057
1222,Tesla,Model 3,2024,Asia,Truck,88.3,99.0,443,246.9,0.46,540,20.03,14849,57.7,224,7.27,37.7,Fleet,1.78,1155,822,0.26,64.44,28943
1223,Tesla,Model X,2022,Australia,Sedan,56.7,96.6,261,181.6,0.37,1909,12.82,108427,55.8,149,9.51,18.6,Commercial,13.01,366,799,0.32,370.68,19667
1224,Ford,F-150 Lightning,2018,Asia,Sedan,86.3,84.7,495,141.7,0.74,1871,15.13,151624,37.8,184,3.74,6.0,Fleet,18.19,1611,570,0.19,363.23,22760
1225,Hyundai,Kona Electric,2020,Asia,Sedan,69.5,90.4,293,240.7,0.33,684,20.25,239274,41.3,210,7.26,-9.1,Fleet,28.71,1550,1029,0.25,1009.44,18936
1226,Kia,EV6,2021,Asia,SUV,65.5,82.7,293,89.2,0.78,731,18.72,233732,89.4,216,6.69,-5.4,Personal,28.05,1463,1178,0.18,656.32,22510
1227,Ford,Mustang Mach-E,2023,Australia,Hatchback,92.5,97.5,504,28.8,4.01,722,22.6,23069,43.5,206,8.46,27.3,Fleet,2.77,1878,1177,0.12,52.14,28716
1228,Volkswagen,ID.4,2016,North America,Hatchback,77.2,88.2,462,82.4,1.2,1517,24.39,94257,82.1,232,4.51,5.1,Fleet,11.31,1196,796,0.12,229.89,18122
1229,Ford,F-150 Lightning,2020,Australia,Truck,104.6,70.2,465,155.7,0.93,1429,14.12,56656,89.7,224,5.87,9.0,Fleet,6.8,1924,535,0.26,173.33,26220
1230,Chevrolet,Bolt EV,2023,Europe,Truck,77.0,88.2,366,247.0,0.36,1180,22.06,201118,33.1,199,7.95,38.2,Commercial,24.13,1815,2013,0.23,850.36,25518
1231,Ford,Mustang Mach-E,2015,Asia,Truck,49.0,75.6,242,223.4,0.27,1688,15.02,26283,48.0,209,4.68,6.2,Commercial,3.15,353,1406,0.34,111.85,13452
1232,Chevrolet,Bolt EV,2019,Europe,Truck,103.3,82.7,599,126.5,0.97,1696,20.43,137645,69.7,212,6.43,1.4,Commercial,16.52,1765,2018,0.09,210.91,25049
1233,Kia,Niro EV,2018,Europe,Sedan,76.3,94.8,316,94.3,0.89,1312,23.74,98787,89.2,235,7.53,19.8,Fleet,11.85,1661,1055,0.14,273.61,23496
1234,Nissan,Ariya,2019,Asia,Sedan,52.8,96.7,310,147.1,0.43,1500,23.33,130673,41.9,186,3.54,0.8,Fleet,15.68,426,1586,0.28,711.34,18910
1235,Chevrolet,Bolt EUV,2024,Europe,Truck,105.2,88.6,578,135.9,0.91,1865,23.71,165918,62.8,205,7.32,5.5,Personal,19.91,1237,580,0.28,917.91,32877
1236,Kia,Niro EV,2021,Australia,Truck,85.6,80.2,347,105.4,0.87,1394,24.8,39374,91.9,242,6.07,15.9,Personal,4.72,306,2183,0.28,227.84,25514
1237,Volkswagen,ID.4,2015,Australia,SUV,94.6,79.5,526,52.9,2.0,1629,13.95,139295,63.7,215,5.38,4.5,Personal,16.72,1760,1623,0.12,194.32,26063
1238,Audi,e-tron,2019,Australia,SUV,48.7,88.3,265,100.3,0.57,1111,18.26,8996,81.1,140,6.71,35.8,Fleet,1.08,1578,1980,0.33,45.17,17568
1239,Kia,Niro EV,2021,North America,SUV,53.9,82.2,290,213.2,0.32,1886,20.07,62852,94.5,222,8.79,-8.4,Commercial,7.54,224,1007,0.29,304.85,19568
1240,BMW,i3,2020,Europe,Truck,64.0,90.9,371,87.5,0.9,1356,14.38,18068,44.0,208,6.99,15.8,Commercial,2.17,1842,2432,0.29,62.79,20660
1241,Ford,Mustang Mach-E,2020,Europe,Hatchback,49.6,85.7,281,37.6,1.47,884,22.51,11122,56.1,172,6.58,24.1,Commercial,1.33,1967,1112,0.34,70.93,16771
1242,BMW,i4,2017,Europe,Hatchback,75.5,71.9,441,53.3,1.7,1006,21.81,95577,66.9,179,7.92,18.9,Personal,11.47,1242,1493,0.14,243.2,19030
1243,BMW,i3,2017,North America,SUV,38.2,99.1,227,42.1,1.25,1663,17.42,82027,58.0,132,6.33,-6.3,Commercial,9.84,818,1669,0.21,250.06,14442
1244,Chevrolet,Bolt EUV,2020,Australia,Sedan,62.7,88.4,360,239.4,0.31,1659,12.98,138015,79.4,193,7.4,4.1,Personal,16.56,455,1562,0.1,149.29,18345
1245,Kia,EV6,2016,North America,Truck,111.2,86.2,600,208.9,0.59,515,18.98,146755,60.7,226,4.63,17.6,Commercial,17.61,1421,2222,0.22,510.66,30135
1246,Audi,e-tron,2024,North America,Hatchback,111.5,81.2,576,13.9,10.24,1335,18.59,21802,87.2,183,4.15,29.4,Personal,2.62,1951,625,0.34,114.83,29253
1247,Nissan,Ariya,2019,Asia,Sedan,37.0,73.6,205,27.2,1.47,406,12.38,58821,84.1,231,8.2,-3.4,Commercial,7.06,1022,1807,0.26,157.78,14377
1248,Nissan,Ariya,2023,Europe,SUV,107.0,97.2,609,208.1,0.58,725,13.05,206612,86.4,169,9.25,16.5,Personal,24.79,1560,2262,0.16,359.5,32077
1249,Audi,e-tron,2024,Asia,Hatchback,92.9,98.6,502,248.5,0.43,1192,21.21,238886,49.9,232,6.01,34.0,Personal,28.67,1381,1173,0.19,802.24,27030
1250,Mercedes,EQC,2015,Asia,Truck,75.9,91.5,310,144.2,0.73,1582,23.71,71606,86.5,195,6.89,21.1,Fleet,8.59,1863,1196,0.2,282.96,20374
1251,Hyundai,Ioniq 5,2015,Europe,SUV,52.9,85.1,297,188.8,0.33,823,17.55,235721,75.8,219,5.15,1.5,Personal,28.29,652,546,0.22,758.43,14014
1252,Hyundai,Ioniq 5,2024,Australia,Hatchback,86.1,80.4,451,150.7,0.67,1822,24.16,178595,41.9,201,7.31,4.2,Commercial,21.43,1785,1356,0.15,539.36,28549
1253,Tesla,Model Y,2017,Asia,Sedan,35.6,96.9,145,238.7,0.17,1058,12.51,91111,32.8,204,3.96,34.4,Commercial,10.93,1356,899,0.13,123.48,14590
1254,Volkswagen,ID.4,2017,Europe,Truck,89.5,74.9,489,184.8,0.6,1459,20.95,114337,48.7,245,4.6,7.1,Personal,13.72,1706,1924,0.16,319.38,23873
1255,Chevrolet,Bolt EUV,2020,Asia,Sedan,33.6,75.0,164,70.1,0.63,1692,20.12,244268,81.0,197,6.38,37.4,Fleet,29.31,689,1484,0.29,1187.71,16182
1256,Tesla,Model S,2021,Europe,Truck,108.3,98.2,450,94.4,1.22,1806,23.41,197817,98.1,208,5.27,32.7,Fleet,23.74,1514,1562,0.25,964.77,29811
1257,Kia,Niro EV,2021,North America,SUV,112.1,88.2,620,187.8,0.69,1278,16.03,12739,67.4,151,7.54,19.5,Commercial,1.53,1738,1011,0.11,18.72,30602
1258,Tesla,Model Y,2016,Asia,Truck,114.4,75.0,606,69.4,1.78,1018,16.15,82391,85.4,209,4.54,0.7,Personal,9.89,791,1217,0.3,332.65,27308
1259,Kia,EV6,2016,Europe,Hatchback,56.7,78.4,327,242.1,0.33,1337,12.42,246819,89.2,209,6.98,23.1,Fleet,29.62,635,1253,0.12,306.55,16438
1260,Volkswagen,ID.3,2021,Asia,Sedan,78.4,87.7,368,12.4,8.92,230,18.8,122537,95.3,181,8.8,11.3,Commercial,14.7,640,1172,0.34,652.71,24539
1261,Volkswagen,ID.4,2021,Australia,Sedan,56.2,99.1,260,33.3,1.92,1195,17.03,84317,50.8,227,4.74,6.6,Personal,10.12,1064,1275,0.24,287.18,21961
1262,Kia,EV6,2019,Asia,Hatchback,102.2,89.8,475,134.4,0.94,1888,22.82,75220,63.8,215,5.06,17.1,Fleet,9.03,1613,958,0.32,457.74,30413
1263,Audi,Q4 e-tron,2023,Australia,Sedan,75.9,85.7,336,182.8,0.58,820,19.42,21565,47.6,249,4.39,18.6,Personal,2.59,229,1825,0.23,80.27,26434
1264,BMW,iX,2018,Australia,SUV,76.2,72.5,376,234.0,0.37,325,12.46,55603,77.2,173,3.71,30.6,Personal,6.67,422,2015,0.23,132.79,22022
1265,Hyundai,Ioniq 5,2020,Asia,Sedan,106.5,80.6,544,158.1,0.86,1316,15.08,22540,87.5,164,8.31,35.8,Personal,2.7,229,2492,0.34,96.31,27092
1266,Hyundai,Kona Electric,2024,Australia,Truck,111.4,87.1,619,200.9,0.73,739,22.68,109056,36.3,177,6.26,4.5,Commercial,13.09,665,965,0.3,618.35,32698
1267,BMW,i4,2022,Europe,Truck,97.2,76.9,453,19.6,5.46,1855,13.78,50147,54.7,181,7.5,12.8,Commercial,6.02,1463,934,0.09,51.83,26567
1268,Nissan,Ariya,2016,Asia,SUV,104.6,92.4,550,113.0,1.0,272,21.37,152049,41.0,155,7.03,3.8,Commercial,18.25,511,1307,0.22,595.7,26511
1269,Mercedes,EQC,2020,North America,Sedan,119.5,75.0,666,179.5,0.85,722,17.33,203974,89.7,198,4.95,20.8,Fleet,24.48,567,1506,0.33,972.09,33701
1270,Mercedes,EQC,2018,North America,Hatchback,80.7,91.0,452,183.3,0.5,1130,13.46,191683,74.5,209,4.44,4.6,Personal,23.0,586,1188,0.09,193.5,21784
1271,BMW,i3,2020,Australia,Hatchback,115.8,87.1,534,101.5,1.3,802,16.34,15165,37.1,141,8.03,4.7,Fleet,1.82,417,1240,0.25,51.62,29791
1272,BMW,i3,2017,Asia,SUV,116.8,88.8,502,52.2,2.66,1386,22.82,87246,68.2,139,5.05,-9.8,Fleet,10.47,1869,505,0.08,132.73,27321
1273,Tesla,Model Y,2016,Australia,Hatchback,68.3,79.4,377,210.0,0.34,353,20.84,75422,51.4,135,9.57,5.3,Personal,9.05,768,2025,0.15,196.47,17998
1274,Hyundai,Kona Electric,2017,Asia,Truck,47.7,75.7,259,95.2,0.62,1025,13.53,32663,37.2,181,4.14,29.5,Fleet,3.92,1603,2181,0.19,69.97,16588
1275,Volkswagen,ID.3,2017,Australia,SUV,116.2,81.3,608,220.9,0.65,1480,21.76,30262,39.6,136,8.39,1.9,Fleet,3.63,377,1421,0.32,175.6,28005
1276,Kia,EV6,2024,Australia,SUV,51.5,77.9,230,57.5,0.98,847,24.63,166250,35.4,191,8.69,16.3,Commercial,19.95,562,1619,0.3,1023.68,17995
1277,Tesla,Model X,2015,Asia,SUV,98.5,93.1,524,62.6,1.96,1266,19.24,51921,35.5,142,4.5,0.3,Fleet,6.23,1678,2301,0.28,233.09,25394
1278,Hyundai,Ioniq 5,2017,Australia,Sedan,92.9,84.7,536,66.7,1.71,1645,17.55,219822,65.5,225,8.59,-8.8,Personal,26.38,975,1997,0.3,964.47,25421
1279,BMW,i4,2016,Australia,SUV,73.4,95.1,366,166.9,0.51,1028,14.3,220014,34.5,151,5.57,11.2,Fleet,26.4,663,603,0.31,812.77,20321
1280,Volkswagen,ID.4,2015,North America,Sedan,62.6,77.4,301,134.3,0.53,1588,21.3,239248,56.6,249,4.21,3.3,Fleet,28.71,1563,625,0.21,891.8,15001
1281,Tesla,Model X,2018,Europe,Hatchback,50.9,91.6,259,117.8,0.48,1369,18.07,164027,69.3,160,5.22,-8.2,Commercial,19.68,1009,708,0.11,271.7,18647
1282,Mercedes,EQC,2015,North America,Truck,69.0,86.4,284,32.5,2.34,1317,12.67,77981,85.7,204,9.28,9.8,Fleet,9.36,556,506,0.33,271.71,20876
1283,Volkswagen,ID.4,2021,Australia,Truck,67.2,87.0,341,150.8,0.6,1021,17.22,238097,31.0,188,7.49,-8.5,Personal,28.57,207,961,0.3,1025.01,23023
1284,Tesla,Model 3,2020,Asia,SUV,89.8,84.5,422,128.3,0.94,734,14.21,192023,45.2,224,9.93,-9.6,Fleet,23.04,1608,1830,0.13,295.6,26497
1285,Ford,F-150 Lightning,2023,Europe,Sedan,85.6,90.8,379,175.3,0.58,1296,17.72,217194,74.4,240,7.67,-1.0,Commercial,26.06,1004,1575,0.12,384.87,28938
1286,Audi,Q4 e-tron,2015,Europe,Truck,72.2,96.4,407,161.5,0.51,1484,19.35,7420,64.0,150,4.74,29.7,Personal,0.89,1283,720,0.28,33.5,19006
1287,Tesla,Model 3,2015,Australia,Truck,32.7,92.0,147,99.1,0.36,587,20.86,228597,74.8,130,5.83,14.0,Fleet,27.43,1117,1701,0.15,596.07,11493
1288,Volkswagen,ID.4,2021,Asia,Truck,98.0,76.6,490,94.7,1.16,475,22.37,11918,84.6,212,5.66,19.2,Fleet,1.43,1609,584,0.21,46.66,27164
1289,Volkswagen,ID.3,2017,Asia,Hatchback,66.7,99.5,317,163.6,0.55,941,19.74,164357,82.7,227,8.46,28.7,Personal,19.72,1286,1612,0.16,432.59,20892
1290,Chevrolet,Bolt EV,2017,Europe,SUV,109.5,82.3,572,137.2,1.0,682,14.99,136240,39.9,148,6.95,9.8,Personal,16.35,1412,659,0.25,425.47,26783
1291,BMW,i3,2018,Australia,Truck,42.4,72.0,243,185.6,0.29,1773,13.92,144784,79.5,134,5.31,36.2,Personal,17.37,646,1613,0.09,151.15,17763
1292,Chevrolet,Bolt EUV,2018,North America,Hatchback,102.6,92.5,563,239.8,0.52,1944,21.02,8857,63.6,216,4.99,-4.6,Personal,1.06,1943,1495,0.2,31.03,27636
1293,Ford,F-150 Lightning,2021,Australia,Hatchback,68.1,99.5,293,140.3,0.67,574,19.05,166108,43.7,182,3.92,9.4,Personal,19.93,1027,1574,0.14,369.18,24516
1294,BMW,i3,2023,Asia,Sedan,36.1,83.9,188,111.8,0.46,1717,16.77,59716,37.2,175,9.26,16.1,Personal,7.17,1551,1103,0.18,150.22,15547
1295,BMW,i3,2019,Asia,SUV,83.1,80.0,456,158.3,0.57,413,13.93,153768,99.7,131,6.45,16.3,Fleet,18.45,1488,1836,0.33,589.05,20653
1296,Audi,e-tron,2018,Australia,Sedan,37.7,74.2,151,13.3,3.57,1222,18.24,153177,74.4,132,9.57,2.0,Personal,18.38,1081,1453,0.33,768.34,15120
1297,Nissan,Ariya,2023,North America,Truck,84.9,90.5,425,176.9,0.65,1008,13.33,243839,74.1,134,7.04,23.5,Fleet,29.26,1913,1509,0.28,758.42,28555
1298,Nissan,Ariya,2017,Asia,Sedan,113.9,84.4,583,153.5,0.92,1513,21.04,145105,43.3,140,9.38,34.2,Commercial,17.41,1657,1772,0.25,636.04,27039
1299,Tesla,Model S,2015,Australia,Hatchback,87.1,89.3,419,128.8,0.77,1498,24.33,192432,47.2,189,8.56,18.1,Commercial,23.09,359,896,0.21,819.33,24567
1300,Kia,EV6,2018,Asia,Sedan,101.3,84.8,578,141.5,0.89,1497,18.88,126921,81.4,171,3.58,28.5,Fleet,15.23,348,1717,0.3,599.07,28858
1301,Chevrolet,Bolt EUV,2020,Europe,SUV,116.4,89.2,609,143.3,1.12,1035,13.96,133215,76.3,202,8.75,24.0,Personal,15.99,811,1094,0.32,495.92,33052
1302,Kia,Niro EV,2023,North America,Sedan,82.3,73.3,404,199.2,0.58,1425,21.46,37640,81.2,201,5.03,32.2,Fleet,4.52,1111,712,0.28,188.48,27393
1303,Volkswagen,ID.3,2019,Australia,Truck,53.9,89.6,275,97.6,0.64,1748,15.26,108467,46.1,202,7.37,32.0,Personal,13.02,1699,1933,0.18,248.28,16746
1304,Volkswagen,ID.3,2019,North America,SUV,105.5,93.3,491,168.3,0.86,217,22.21,42880,57.4,186,6.46,39.3,Personal,5.15,1234,2432,0.25,198.41,28282
1305,Volkswagen,ID.4,2023,Europe,Sedan,62.5,92.7,296,181.9,0.43,1117,15.08,243170,96.5,177,8.82,2.5,Commercial,29.18,1165,2237,0.33,1008.43,22521
1306,Volkswagen,ID.4,2020,Europe,Truck,73.6,84.0,389,143.8,0.6,1516,14.2,53604,64.8,225,5.65,15.5,Fleet,6.43,1879,2309,0.2,126.86,20007
1307,Ford,Mustang Mach-E,2016,Australia,Hatchback,45.7,84.7,257,77.6,0.71,661,13.36,204841,40.1,226,4.01,26.0,Commercial,24.58,1061,1018,0.3,684.17,15542
1308,Kia,Niro EV,2021,North America,Hatchback,51.5,87.0,292,57.0,1.03,621,23.95,91891,33.0,139,6.69,12.4,Commercial,11.03,416,820,0.13,238.42,20328
1309,BMW,i4,2023,Australia,Sedan,41.4,85.2,209,134.0,0.37,1376,19.06,178808,79.9,194,9.2,9.1,Personal,21.46,1372,1041,0.32,908.82,18485
1310,Ford,F-150 Lightning,2016,Europe,SUV,86.4,78.4,433,195.8,0.5,1639,23.51,215670,97.8,193,8.04,15.5,Commercial,25.88,1135,1743,0.11,464.79,24099
1311,Audi,e-tron,2023,Asia,Hatchback,31.6,96.3,177,146.7,0.23,301,22.36,102972,62.5,233,8.6,-4.4,Commercial,12.36,465,2425,0.29,556.43,12968
1312,Chevrolet,Bolt EUV,2022,Europe,SUV,43.8,87.5,227,57.3,1.02,846,21.55,174048,88.7,207,6.33,4.7,Fleet,20.89,844,1804,0.32,1000.2,16720
1313,Hyundai,Ioniq 5,2022,Asia,Sedan,84.8,97.0,391,55.6,1.68,1030,16.42,66396,41.6,249,7.67,-1.2,Fleet,7.97,1651,1908,0.19,172.62,23086
1314,Tesla,Model S,2015,Australia,Hatchback,46.2,84.4,245,114.4,0.46,1615,19.4,153691,51.3,135,8.62,24.8,Personal,18.44,690,2372,0.32,795.09,15046
1315,Mercedes,EQS,2020,Asia,Truck,118.8,77.9,505,99.4,1.35,1795,23.13,56661,59.1,248,6.64,10.2,Fleet,6.8,934,905,0.25,273.04,28929
1316,Audi,e-tron,2018,North America,Hatchback,87.7,94.4,412,153.3,0.77,1242,18.4,231691,83.8,224,9.45,2.9,Personal,27.8,1260,1916,0.2,710.52,22532
1317,Volkswagen,ID.3,2024,North America,Hatchback,46.7,99.2,253,210.3,0.32,364,21.66,180839,76.7,178,6.29,-9.1,Fleet,21.7,1532,935,0.16,522.26,18278
1318,Ford,F-150 Lightning,2022,Australia,Truck,106.8,75.2,474,127.5,0.92,269,17.1,241757,38.9,148,3.66,12.4,Commercial,29.01,892,750,0.17,585.66,28393
1319,Hyundai,Kona Electric,2024,North America,Truck,117.4,98.3,532,65.1,1.92,1519,19.53,206293,79.5,162,7.86,30.4,Fleet,24.76,325,1491,0.3,1007.23,30851
1320,Volkswagen,ID.3,2019,North America,Hatchback,66.7,79.9,270,118.5,0.65,1984,14.99,110424,66.0,237,7.9,11.5,Personal,13.25,824,596,0.13,179.32,17448
1321,BMW,iX,2018,Australia,Hatchback,45.9,80.7,243,66.9,0.92,751,12.37,73237,60.0,167,4.82,17.8,Fleet,8.79,1216,2402,0.14,105.69,15998
1322,Mercedes,EQS,2016,Asia,Truck,65.2,87.2,390,216.3,0.43,210,18.13,201867,73.8,242,8.97,27.3,Fleet,24.22,955,2029,0.25,762.47,21059
1323,Volkswagen,ID.4,2024,North America,SUV,113.1,77.1,574,49.0,2.8,221,19.12,55734,74.7,219,5.4,-2.4,Personal,6.69,538,1030,0.1,88.8,29233
1324,Hyundai,Kona Electric,2019,North America,SUV,76.3,82.2,312,239.8,0.34,1581,12.1,161250,70.5,203,6.47,-9.0,Personal,19.35,1898,1688,0.29,471.52,20974
1325,Chevrolet,Bolt EV,2022,Europe,Hatchback,101.1,97.6,428,50.0,2.58,615,18.84,18225,52.7,138,5.8,24.7,Fleet,2.19,415,1858,0.25,71.53,30132
1326,Hyundai,Kona Electric,2015,Asia,Hatchback,81.5,97.7,390,162.4,0.54,1786,12.74,204419,80.1,249,3.64,13.7,Personal,24.53,322,1152,0.19,412.35,22182
1327,Volkswagen,ID.3,2020,North America,SUV,116.0,73.6,491,234.4,0.64,1403,23.97,180621,49.3,169,5.91,30.4,Personal,21.67,1851,1107,0.32,1154.53,33455
1328,Chevrolet,Bolt EUV,2022,Australia,Sedan,36.4,95.6,202,74.0,0.63,1816,14.17,102366,34.3,130,9.05,27.7,Commercial,12.28,1585,880,0.23,278.02,17574
1329,Hyundai,Kona Electric,2017,Asia,Hatchback,32.6,71.7,174,194.3,0.19,421,23.43,96551,78.5,235,7.52,18.8,Personal,11.59,942,2182,0.16,301.63,12254
1330,Tesla,Model S,2015,Australia,Hatchback,102.5,99.7,437,241.7,0.5,1195,12.88,135447,69.9,202,8.41,6.2,Commercial,16.25,1603,616,0.1,145.38,27240
1331,Mercedes,EQS,2021,North America,Hatchback,32.8,78.1,145,22.9,1.74,203,22.36,106272,48.3,221,6.29,-2.6,Commercial,12.75,1378,2342,0.25,495.05,15542
1332,Audi,Q4 e-tron,2020,Europe,Sedan,92.9,81.0,455,48.5,2.2,234,17.7,50335,62.3,153,7.77,-3.2,Fleet,6.04,1979,1234,0.12,89.09,23235
1333,Volkswagen,ID.4,2023,North America,Truck,70.8,95.5,383,18.9,4.84,215,16.78,20050,68.2,245,8.03,36.8,Fleet,2.41,548,731,0.13,36.45,23577
1334,Chevrolet,Bolt EV,2016,Australia,Truck,83.5,85.3,334,143.7,0.62,744,15.54,158676,55.0,170,7.26,-1.1,Commercial,19.04,1413,1598,0.35,719.2,24914
1335,Volkswagen,ID.3,2017,Europe,Truck,78.3,70.7,352,85.3,0.97,1179,16.29,173939,51.3,217,5.25,25.8,Fleet,20.87,1874,2090,0.32,755.59,20234
1336,Chevrolet,Bolt EUV,2021,Australia,SUV,105.1,87.4,562,160.3,0.76,1455,21.11,145216,71.5,149,9.68,13.3,Fleet,17.43,1099,2475,0.28,715.29,27819
1337,Mercedes,EQS,2024,Australia,SUV,48.2,93.8,227,239.6,0.21,961,20.76,71421,53.3,213,3.7,36.7,Commercial,8.57,1668,648,0.3,370.67,22062
1338,Volkswagen,ID.4,2022,Asia,Hatchback,39.6,95.2,217,25.1,2.1,1743,17.38,212241,39.6,197,9.3,33.5,Personal,25.47,1263,1265,0.24,737.75,18514
1339,Hyundai,Ioniq 5,2019,North America,Hatchback,96.3,93.8,453,194.4,0.52,1878,17.42,224842,90.8,148,4.34,3.3,Personal,26.98,1900,949,0.1,326.4,24679
1340,Hyundai,Kona Electric,2015,Australia,Sedan,63.7,78.5,318,234.4,0.37,1574,17.86,120138,54.4,188,5.92,-4.4,Commercial,14.42,1943,584,0.23,411.25,18784
1341,Kia,EV6,2022,Europe,Sedan,106.1,99.7,633,114.7,1.13,607,15.58,49456,64.5,169,7.27,-3.1,Personal,5.93,662,2144,0.18,115.58,29659
1342,Kia,Niro EV,2018,Europe,SUV,59.0,85.2,324,57.2,1.46,514,13.11,46682,92.3,191,5.11,-5.2,Fleet,5.6,461,986,0.33,168.3,15561
1343,Nissan,Ariya,2020,Australia,Sedan,104.2,72.4,538,164.0,0.91,1566,16.75,16227,66.2,136,9.97,13.4,Fleet,1.95,1497,1117,0.21,47.57,27197
1344,Nissan,Leaf,2017,Australia,Truck,66.9,85.1,316,190.0,0.38,1587,24.25,178469,92.7,195,5.68,-4.3,Commercial,21.42,1516,1608,0.21,757.38,19290
1345,Tesla,Model X,2023,Europe,Sedan,94.9,79.8,499,168.8,0.64,1804,17.62,220799,43.7,182,6.31,25.7,Fleet,26.5,376,694,0.17,551.15,25393
1346,Chevrolet,Bolt EUV,2020,North America,Sedan,90.4,92.0,508,198.2,0.52,296,24.53,42964,69.8,197,7.33,-2.9,Fleet,5.16,1088,1380,0.2,175.65,27574
1347,Nissan,Leaf,2020,North America,SUV,37.4,96.4,218,77.1,0.61,1397,13.0,98920,91.4,183,3.89,10.1,Fleet,11.87,1622,1634,0.24,257.19,12947
1348,Hyundai,Ioniq 5,2019,Europe,Truck,35.9,92.7,155,229.4,0.2,870,14.14,55528,46.8,233,6.55,21.6,Fleet,6.66,574,1920,0.12,78.52,14796
1349,Audi,Q4 e-tron,2020,North America,SUV,70.4,96.7,369,247.7,0.31,1056,14.5,239844,70.0,205,4.76,8.3,Fleet,28.78,1811,2284,0.22,637.59,21559
1350,Ford,Mustang Mach-E,2018,North America,SUV,34.9,87.2,187,88.9,0.46,1533,12.31,70364,79.1,242,7.27,9.2,Commercial,8.44,1587,2248,0.19,137.15,13885
1351,Tesla,Model 3,2016,Australia,Truck,62.8,74.4,295,64.6,1.08,683,21.63,209950,78.3,132,8.16,5.0,Commercial,25.19,595,1920,0.18,681.18,19197
1352,BMW,i3,2023,Asia,Truck,46.9,93.3,274,205.9,0.26,463,19.29,60082,44.1,188,4.62,-6.6,Fleet,7.21,1560,1406,0.21,202.82,18779
1353,Ford,Mustang Mach-E,2021,Europe,Hatchback,91.5,95.9,453,113.7,0.91,398,24.91,236831,35.6,222,6.57,1.8,Personal,28.42,1383,2355,0.11,540.78,24430
1354,Volkswagen,ID.4,2016,Australia,Hatchback,38.1,89.3,164,110.0,0.4,445,14.85,111255,68.2,164,5.75,-7.9,Fleet,13.35,1006,1533,0.34,468.11,15708
1355,Ford,Mustang Mach-E,2015,Australia,SUV,76.0,71.7,335,32.5,2.92,234,24.67,162333,45.6,146,7.1,-3.4,Personal,19.48,927,2386,0.22,734.21,23078
1356,Audi,e-tron,2022,North America,Truck,89.4,71.8,528,46.3,2.18,1641,14.44,76922,54.7,203,6.23,22.7,Commercial,9.23,1233,701,0.28,259.18,26670
1357,BMW,i4,2020,North America,Hatchback,96.5,79.0,472,88.6,1.5,1187,24.15,136575,57.6,191,9.99,24.7,Personal,16.39,1057,1040,0.14,384.8,29208
1358,BMW,iX,2019,North America,Truck,53.0,76.7,233,187.2,0.31,1523,13.11,203739,77.5,246,5.9,17.5,Commercial,24.45,1517,1003,0.19,422.91,17893
1359,Audi,Q4 e-tron,2015,Asia,Truck,116.4,93.0,514,102.8,1.35,1268,21.13,57047,86.7,236,9.55,-4.0,Personal,6.85,1604,2369,0.16,160.72,27571
1360,Audi,e-tron,2020,Australia,Hatchback,54.0,78.0,312,195.6,0.3,1293,20.93,163491,40.1,192,4.15,6.8,Fleet,19.62,1096,2288,0.26,741.4,16980
1361,Audi,Q4 e-tron,2018,Asia,Hatchback,112.1,88.3,457,38.2,3.3,1446,16.34,66240,34.1,242,8.12,21.8,Personal,7.95,1083,1951,0.14,126.28,28390
1362,Nissan,Leaf,2024,Asia,Hatchback,49.7,92.0,250,13.8,4.34,621,24.5,12017,69.6,219,8.45,16.2,Fleet,1.44,884,678,0.28,68.7,22329
1363,BMW,iX,2020,Asia,SUV,44.9,98.7,199,120.4,0.51,1690,15.37,229478,54.7,171,7.2,8.7,Personal,27.54,1827,1526,0.12,352.71,17671
1364,Audi,Q4 e-tron,2015,Asia,SUV,83.0,71.7,340,222.1,0.41,347,13.07,239494,64.3,197,4.04,30.2,Personal,28.74,1091,2131,0.29,756.46,18828
1365,Audi,Q4 e-tron,2015,Europe,Truck,49.6,94.9,268,241.1,0.24,1213,20.01,143463,78.1,240,9.38,35.5,Fleet,17.22,1692,1741,0.11,263.15,15383
