"purchase_id","id","Age","Sex","Income","Purchase_Date","Region"
941,200880,52,"M",504000,2022-10-01,"Пермский край"
2469,200978,58,"M",413000,2021-09-01,"Пензенская область"
86,200097,45,"M",313000,2023-12-01,"Нижегородская область"
4531,198349,39,"M",327000,2023-06-01,"Республика Татарстан"
243,202113,43,"M",823000,2022-04-01,"Нижегородская область"
2539,199048,41,"M",755000,2023-08-01,"Республика Башкортостан"
2117,200051,55,"M",3e+05,2021-05-01,"Ульяновская область"
2319,201381,44,"M",371000,2022-12-01,"Чувашская Республика"
2393,198933,52,"M",240000,2021-11-01,"Республика Башкортостан"
3597,198120,57,"M",433000,2021-06-01,"Чувашская Республика"
152,201732,42,"M",240000,2021-12-01,"Ульяновская область"
3101,202313,54,"M",511000,2021-10-01,"Кировская область"
978,201092,58,"F",440000,2021-01-01,"Республика Башкортостан"
3011,202252,53,"M",240000,2021-02-01,"Республика Татарстан"
4104,200270,54,"M",240000,2022-05-01,"Нижегородская область"
730,198386,46,"M",240000,2023-05-01,"Оренбургская область"
1859,199032,60,"M",543000,2023-01-01,"Пермский край"
3835,200421,61,"M",604000,2022-07-01,"Ульяновская область"
4804,199759,59,"M",642000,2021-03-01,"Саратовская область"
158,200420,47,"M",325000,2021-11-01,"Оренбургская область"
2451,198843,59,"M",472000,2022-08-01,"Ульяновская область"
4872,198442,60,"M",412000,2022-07-01,"Самарская область"
899,198516,45,"M",304000,2022-08-01,"Республика Башкортостан"
923,199212,54,"M",401000,2022-10-01,"Республика Мордовия"
2876,198791,58,"M",407000,2021-05-01,"Самарская область"
2757,202123,55,"M",271000,2022-11-01,"Удмуртская Республика"
4858,201840,57,"M",240000,2023-05-01,"Самарская область"
1636,201680,52,"M",384000,2023-02-01,"Удмуртская Республика"
1588,201187,51,"M",590000,2023-06-01,"Оренбургская область"
1056,202258,59,"M",565000,2022-12-01,"Республика Башкортостан"
298,198572,58,"M",620000,2022-04-01,"Нижегородская область"
2256,201357,61,"F",874000,2023-02-01,"Оренбургская область"
2788,198042,45,"M",240000,2023-05-01,"Республика Башкортостан"
3282,200633,52,"M",499000,2023-07-01,"Удмуртская Республика"
4278,201641,62,"M",365000,2022-11-01,"Оренбургская область"
4144,198284,54,"M",475000,2022-02-01,"Оренбургская область"
4097,199540,49,"M",358000,2023-01-01,"Пензенская область"
2802,198291,50,"M",268000,2023-10-01,"Нижегородская область"
1411,197654,58,"F",305000,2021-08-01,"Республика Татарстан"
2005,200470,56,"M",1121000,2021-08-01,"Удмуртская Республика"
751,199391,46,"M",564000,2023-04-01,"Республика Татарстан"
5520,200089,49,"M",466000,2023-02-01,"Республика Татарстан"
1397,199845,56,"M",454000,2021-07-01,"Оренбургская область"
2616,198707,51,"M",551000,2023-06-01,"Республика Башкортостан"
2921,200701,32,"M",240000,2022-09-01,"Самарская область"
3091,201481,49,"F",301000,2023-03-01,"Республика Башкортостан"
2176,202328,48,"M",894000,2023-03-01,"Республика Башкортостан"
2373,201167,51,"M",326000,2021-05-01,"Саратовская область"
2859,198494,43,"M",240000,2021-01-01,"Республика Татарстан"
2737,199693,49,"M",343000,2023-11-01,"Республика Башкортостан"
199,200807,38,"M",1020000,2021-08-01,"Самарская область"
62,198540,52,"M",599000,2021-02-01,"Республика Татарстан"
841,200812,48,"M",367000,2022-01-01,"Нижегородская область"
3895,200492,56,"M",358000,2022-03-01,"Республика Башкортостан"
3128,198575,57,"M",240000,2023-10-01,"Республика Мордовия"
4444,199420,55,"M",240000,2022-05-01,"Республика Татарстан"
3244,197813,39,"M",5e+05,2023-02-01,"Республика Татарстан"
4276,202056,59,"M",381000,2023-06-01,"Республика Татарстан"
4539,197941,51,"M",240000,2023-05-01,"Оренбургская область"
154,197488,44,"M",318000,2023-08-01,"Самарская область"
5504,197431,53,"M",675000,2021-06-01,"Республика Башкортостан"
2965,199929,59,"M",513000,2022-12-01,"Удмуртская Республика"
4696,199854,59,"M",1374000,2023-01-01,"Республика Башкортостан"
5307,199381,40,"F",1288000,2022-07-01,"Нижегородская область"
4186,200517,49,"M",410000,2023-07-01,"Республика Башкортостан"
4126,201067,52,"M",3e+05,2023-07-01,"Республика Башкортостан"
1208,200642,50,"M",816000,2021-05-01,"Республика Татарстан"
2146,198907,46,"M",397000,2022-05-01,"Республика Мордовия"
2053,200720,54,"F",561000,2023-09-01,"Республика Башкортостан"
1164,199703,55,"M",271000,2023-02-01,"Республика Татарстан"
342,199346,59,"M",966000,2021-12-01,"Ульяновская область"
5317,200616,43,"M",465000,2023-07-01,"Республика Татарстан"
4983,199311,51,"M",240000,2022-03-01,"Нижегородская область"
3258,197416,59,"M",338000,2023-12-01,"Самарская область"
4866,197626,51,"M",735000,2022-01-01,"Самарская область"
1065,197868,59,"M",240000,2023-07-01,"Кировская область"
3711,199375,63,"M",774000,2023-01-01,"Республика Татарстан"
2548,201101,61,"M",304000,2023-07-01,"Республика Татарстан"
3246,201060,35,"M",353000,2022-05-01,"Республика Мордовия"
79,198205,47,"M",294000,2021-08-01,"Нижегородская область"
5261,198896,50,"M",305000,2022-02-01,"Республика Татарстан"
2763,200120,53,"M",290000,2022-08-01,"Чувашская Республика"
3194,200578,56,"M",252000,2022-11-01,"Республика Татарстан"
2040,200091,59,"F",346000,2022-05-01,"Самарская область"
5191,198308,47,"M",313000,2023-01-01,"Кировская область"
4642,199070,58,"M",297000,2021-02-01,"Саратовская область"
273,199110,56,"M",363000,2021-05-01,"Нижегородская область"
3669,201028,36,"M",240000,2021-03-01,"Пермский край"
422,198849,50,"M",748000,2023-01-01,"Республика Татарстан"
1456,198908,49,"M",318000,2021-08-01,"Нижегородская область"
4976,201963,54,"M",267000,2023-12-01,"Ульяновская область"
5525,197981,56,"M",772000,2022-04-01,"Республика Башкортостан"
1412,200983,56,"F",626000,2022-06-01,"Саратовская область"
4435,197482,63,"M",556000,2023-09-01,"Республика Башкортостан"
2789,201627,51,"M",342000,2022-07-01,"Самарская область"
3482,198566,38,"M",240000,2021-01-01,"Республика Татарстан"
3754,200654,59,"M",286000,2023-09-01,"Республика Башкортостан"
204,199248,54,"F",284000,2023-09-01,"Саратовская область"
2184,198162,59,"M",738000,2021-11-01,"Пермский край"
1951,199866,54,"M",240000,2021-11-01,"Самарская область"
1596,200007,53,"M",240000,2023-01-01,"Самарская область"
4246,199780,54,"M",650000,2022-05-01,"Республика Татарстан"
3466,198270,60,"M",497000,2022-06-01,"Республика Мордовия"
5347,200899,55,"M",890000,2023-05-01,"Республика Татарстан"
2549,199174,46,"M",663000,2021-07-01,"Саратовская область"
5385,197596,60,"M",240000,2023-08-01,"Нижегородская область"
5121,199836,56,"F",398000,2023-06-01,"Чувашская Республика"
3461,199294,53,"M",361000,2022-06-01,"Республика Башкортостан"
745,199236,55,"M",240000,2023-08-01,"Республика Татарстан"
1238,197749,59,"M",240000,2022-10-01,"Ульяновская область"
5096,199486,61,"M",268000,2021-07-01,"Кировская область"
4464,198990,59,"M",250000,2022-08-01,"Удмуртская Республика"
741,201933,43,"M",465000,2022-09-01,"Пермский край"
3885,201102,56,"F",248000,2023-09-01,"Оренбургская область"
497,199363,38,"M",398000,2021-11-01,"Чувашская Республика"
2704,201917,56,"M",659000,2023-07-01,"Самарская область"
297,197662,59,"M",345000,2022-03-01,"Пермский край"
4900,201879,40,"M",460000,2021-09-01,"Саратовская область"
1905,197893,49,"M",645000,2022-08-01,"Удмуртская Республика"
5499,202323,44,"M",240000,2023-06-01,"Оренбургская область"
5037,201986,45,"M",454000,2023-01-01,"Ульяновская область"
3614,200631,53,"M",240000,2023-08-01,"Удмуртская Республика"
4774,202116,51,"M",240000,2023-09-01,"Пензенская область"
1806,202237,57,"M",403000,2021-10-01,"Нижегородская область"
4949,198550,45,"M",414000,2023-11-01,"Самарская область"
2352,200661,43,"M",519000,2022-12-01,"Чувашская Республика"
223,198975,45,"M",306000,2023-08-01,"Самарская область"
2477,200082,44,"M",380000,2023-06-01,"Нижегородская область"
206,198198,39,"M",591000,2022-06-01,"Пермский край"
1931,199629,48,"M",430000,2021-10-01,"Республика Башкортостан"
3154,199116,46,"F",268000,2021-09-01,"Республика Башкортостан"
570,200739,55,"M",240000,2021-07-01,"Удмуртская Республика"
4377,200353,58,"M",240000,2022-01-01,"Республика Башкортостан"
2100,202316,57,"M",240000,2023-02-01,"Республика Башкортостан"
4796,197931,46,"M",361000,2022-02-01,"Самарская область"
1401,197740,39,"M",254000,2023-08-01,"Республика Татарстан"
4848,201684,59,"M",287000,2022-02-01,"Республика Татарстан"
2550,202230,52,"F",379000,2021-04-01,"Удмуртская Республика"
3884,199297,42,"M",457000,2023-02-01,"Саратовская область"
3074,202033,49,"M",392000,2022-12-01,"Республика Башкортостан"
3354,199805,48,"M",942000,2022-09-01,"Нижегородская область"
4252,201721,55,"M",240000,2022-03-01,"Нижегородская область"
5345,202256,53,"M",686000,2023-11-01,"Пермский край"
2775,200603,57,"M",311000,2022-04-01,"Саратовская область"
349,199940,54,"M",270000,2022-01-01,"Республика Татарстан"
4153,200131,53,"M",394000,2021-10-01,"Пензенская область"
4312,198438,58,"M",3e+05,2021-05-01,"Самарская область"
3903,200768,47,"M",251000,2022-02-01,"Республика Татарстан"
1955,200623,49,"M",398000,2023-06-01,"Пермский край"
1135,198206,46,"M",240000,2023-02-01,"Самарская область"
2369,201106,37,"M",317000,2023-11-01,"Республика Татарстан"
3289,199839,57,"M",240000,2023-01-01,"Саратовская область"
1918,202284,36,"M",240000,2022-02-01,"Республика Башкортостан"
3094,200580,58,"M",674000,2021-09-01,"Самарская область"
2468,201761,46,"M",240000,2022-03-01,"Нижегородская область"
1011,198539,61,"M",240000,2023-11-01,"Нижегородская область"
3006,199923,54,"M",368000,2021-09-01,"Удмуртская Республика"
5162,202303,58,"F",259000,2023-05-01,"Республика Марий Эл"
4087,197622,35,"F",477000,2021-10-01,"Нижегородская область"
3965,198428,49,"M",1218000,2022-08-01,"Республика Татарстан"
1464,201555,39,"M",240000,2023-01-01,"Чувашская Республика"
803,197986,55,"M",430000,2023-11-01,"Нижегородская область"
3691,202183,54,"M",312000,2021-11-01,"Удмуртская Республика"
4527,197502,47,"M",507000,2021-12-01,"Пермский край"
5082,199444,48,"M",278000,2022-05-01,"Республика Башкортостан"
3256,198911,55,"M",494000,2022-10-01,"Республика Башкортостан"
3046,198504,55,"M",771000,2023-10-01,"Самарская область"
3505,199079,49,"M",240000,2023-11-01,"Кировская область"
680,200343,58,"M",290000,2021-02-01,"Удмуртская Республика"
5497,197904,49,"M",389000,2022-02-01,"Республика Башкортостан"
5495,202007,47,"M",889000,2021-01-01,"Пермский край"
5357,199954,58,"M",385000,2022-09-01,"Республика Башкортостан"
3821,199404,60,"M",240000,2021-04-01,"Нижегородская область"
2510,199225,54,"M",240000,2022-08-01,"Пензенская область"
2203,198472,51,"F",240000,2021-05-01,"Республика Татарстан"
4622,202277,56,"M",274000,2022-06-01,"Республика Мордовия"
1299,198490,38,"M",248000,2021-05-01,"Республика Татарстан"
2716,201541,52,"M",335000,2023-07-01,"Нижегородская область"
372,201925,57,"M",240000,2021-04-01,"Нижегородская область"
4606,198018,59,"M",272000,2021-07-01,"Пермский край"
14,200956,55,"M",240000,2023-09-01,"Пермский край"
2838,198842,57,"M",502000,2022-01-01,"Саратовская область"
1609,202270,59,"M",536000,2022-07-01,"Самарская область"
837,202259,44,"M",317000,2021-12-01,"Кировская область"
170,199579,59,"M",240000,2022-05-01,"Республика Марий Эл"
3294,199658,52,"M",430000,2023-01-01,"Нижегородская область"
4459,198668,39,"F",278000,2023-05-01,"Республика Башкортостан"
49,201294,52,"M",366000,2023-08-01,"Республика Мордовия"
2448,199798,30,"F",411000,2021-11-01,"Нижегородская область"
5166,198590,45,"M",1088000,2022-01-01,"Саратовская область"
3089,199137,44,"M",513000,2023-10-01,"Самарская область"
4778,197906,54,"F",688000,2022-09-01,"Республика Татарстан"
135,199971,45,"M",330000,2023-08-01,"Кировская область"
3498,197629,46,"M",240000,2022-01-01,"Нижегородская область"
4326,198942,42,"M",741000,2022-12-01,"Пермский край"
2017,199271,59,"F",262000,2023-07-01,"Пермский край"
3780,198101,50,"M",336000,2023-10-01,"Республика Башкортостан"
218,202234,42,"M",1296000,2023-10-01,"Республика Башкортостан"
1928,201326,59,"M",626000,2023-08-01,"Республика Марий Эл"
4511,202074,32,"F",324000,2021-04-01,"Пермский край"
2012,201808,50,"M",240000,2021-01-01,"Ульяновская область"
3913,198214,51,"M",273000,2023-07-01,"Республика Марий Эл"
1953,201888,58,"M",251000,2023-06-01,"Республика Татарстан"
3104,198344,53,"M",613000,2022-07-01,"Кировская область"
4059,201787,53,"M",567000,2021-06-01,"Республика Башкортостан"
1320,199699,47,"M",671000,2021-08-01,"Нижегородская область"
1042,200625,45,"M",573000,2022-02-01,"Оренбургская область"
3190,199713,43,"M",278000,2021-07-01,"Республика Татарстан"
4515,199187,39,"M",504000,2023-04-01,"Самарская область"
507,199453,48,"M",330000,2022-12-01,"Нижегородская область"
4891,200742,44,"M",240000,2021-09-01,"Ульяновская область"
5149,199985,56,"F",240000,2023-02-01,"Республика Башкортостан"
2405,198950,57,"M",240000,2023-01-01,"Республика Башкортостан"
878,200475,50,"M",347000,2022-10-01,"Пензенская область"
2783,200444,57,"M",240000,2022-12-01,"Республика Башкортостан"
54,197929,59,"M",496000,2022-08-01,"Самарская область"
1814,201220,61,"M",883000,2022-02-01,"Самарская область"
2808,198071,44,"M",243000,2021-03-01,"Республика Башкортостан"
2571,201153,49,"M",294000,2021-08-01,"Самарская область"
1833,201532,56,"M",270000,2023-08-01,"Ульяновская область"
4927,199752,59,"M",959000,2021-12-01,"Пензенская область"
3763,198250,35,"M",322000,2023-08-01,"Нижегородская область"
3242,199314,46,"M",337000,2022-08-01,"Пензенская область"
5142,199382,54,"M",529000,2021-11-01,"Самарская область"
1046,202064,34,"M",360000,2022-02-01,"Республика Башкортостан"
4294,198203,44,"M",443000,2021-01-01,"Республика Татарстан"
4632,197661,61,"M",240000,2022-01-01,"Нижегородская область"
696,198826,58,"M",414000,2022-09-01,"Республика Татарстан"
3226,200958,49,"M",240000,2023-06-01,"Республика Татарстан"
3874,199057,51,"M",702000,2021-10-01,"Нижегородская область"
2014,202166,48,"M",311000,2021-05-01,"Пермский край"
4568,199411,44,"M",392000,2022-01-01,"Нижегородская область"
3479,201304,55,"M",240000,2021-06-01,"Кировская область"
3766,198801,58,"M",253000,2023-07-01,"Нижегородская область"
236,198563,60,"M",508000,2023-12-01,"Кировская область"
4932,200208,46,"M",497000,2023-08-01,"Пермский край"
2864,200315,42,"F",373000,2021-04-01,"Республика Татарстан"
982,201371,44,"M",707000,2022-12-01,"Самарская область"
4590,199536,52,"M",286000,2021-11-01,"Республика Марий Эл"
2441,197446,52,"F",299000,2021-08-01,"Кировская область"
4874,199961,54,"F",330000,2023-12-01,"Саратовская область"
683,197519,50,"M",505000,2021-11-01,"Пермский край"
2272,199196,42,"M",416000,2023-06-01,"Пермский край"
5110,198199,43,"M",387000,2021-10-01,"Кировская область"
939,197644,43,"M",828000,2021-10-01,"Ульяновская область"
595,200202,53,"F",310000,2023-03-01,"Удмуртская Республика"
5257,201467,49,"M",683000,2021-09-01,"Республика Татарстан"
1754,201935,54,"M",397000,2021-07-01,"Саратовская область"
2659,201849,51,"M",407000,2022-12-01,"Кировская область"
4156,200174,55,"M",609000,2021-12-01,"Кировская область"
2736,197902,41,"M",410000,2021-02-01,"Чувашская Республика"
3564,198737,60,"M",386000,2022-10-01,"Самарская область"
2253,200065,54,"M",489000,2021-04-01,"Чувашская Республика"
100,201401,50,"M",331000,2023-09-01,"Самарская область"
1493,202164,52,"M",751000,2021-08-01,"Пермский край"
3543,201809,54,"M",666000,2022-03-01,"Пермский край"
1406,202388,42,"M",730000,2023-01-01,"Республика Башкортостан"
2431,199773,30,"M",251000,2022-08-01,"Республика Мордовия"
4485,200832,42,"F",355000,2023-07-01,"Самарская область"
2001,199175,44,"M",240000,2021-12-01,"Нижегородская область"
2900,201984,54,"M",240000,2021-12-01,"Пермский край"
2108,200888,49,"M",472000,2022-03-01,"Пензенская область"
1809,202000,54,"M",278000,2023-09-01,"Республика Башкортостан"
4550,199535,37,"M",552000,2023-05-01,"Республика Татарстан"
2797,200765,44,"M",308000,2021-08-01,"Республика Башкортостан"
5519,201002,56,"M",240000,2023-05-01,"Пермский край"
4015,198429,42,"M",290000,2023-08-01,"Республика Татарстан"
963,200201,51,"M",240000,2022-07-01,"Нижегородская область"
3983,197977,42,"M",240000,2023-11-01,"Кировская область"
1615,197891,54,"M",591000,2021-12-01,"Оренбургская область"
3391,199109,51,"M",452000,2023-09-01,"Кировская область"
1753,199822,48,"M",518000,2022-10-01,"Ульяновская область"
1520,199767,57,"F",358000,2022-09-01,"Пермский край"
789,202265,52,"M",761000,2023-08-01,"Саратовская область"
3439,200527,63,"M",362000,2021-07-01,"Республика Башкортостан"
3145,201299,59,"M",489000,2022-04-01,"Кировская область"
3336,199453,51,"M",520000,2022-07-01,"Пермский край"
3459,199841,49,"M",241000,2022-07-01,"Республика Татарстан"
2613,199604,59,"M",366000,2021-03-01,"Нижегородская область"
2083,198419,57,"M",298000,2021-11-01,"Республика Марий Эл"
4647,201923,41,"M",492000,2022-08-01,"Ульяновская область"
1409,200734,39,"F",318000,2023-11-01,"Чувашская Республика"
1922,199998,51,"F",240000,2021-11-01,"Республика Башкортостан"
180,202167,52,"M",593000,2022-06-01,"Самарская область"
5402,198794,52,"M",417000,2022-05-01,"Республика Мордовия"
3245,202321,47,"M",240000,2022-03-01,"Кировская область"
4887,201043,55,"M",240000,2023-03-01,"Ульяновская область"
5397,200405,61,"M",599000,2023-11-01,"Республика Татарстан"
3169,202127,48,"M",240000,2023-09-01,"Республика Татарстан"
2164,197600,56,"M",240000,2021-08-01,"Саратовская область"
1993,201793,41,"M",314000,2023-05-01,"Пензенская область"
3914,201136,48,"M",445000,2023-11-01,"Республика Башкортостан"
1044,199330,48,"M",480000,2023-07-01,"Нижегородская область"
2341,198040,48,"M",240000,2022-07-01,"Пензенская область"
599,199115,41,"M",310000,2023-08-01,"Самарская область"
500,198595,43,"M",420000,2023-01-01,"Самарская область"
1124,201367,40,"M",287000,2021-07-01,"Республика Татарстан"
2358,198002,58,"M",344000,2022-07-01,"Пензенская область"
2276,197733,53,"M",240000,2023-07-01,"Нижегородская область"
4861,200090,56,"M",293000,2021-04-01,"Республика Марий Эл"
4131,197820,49,"M",342000,2022-07-01,"Республика Башкортостан"
2557,201451,60,"M",361000,2023-09-01,"Пензенская область"
3286,198673,41,"M",573000,2022-01-01,"Пермский край"
3778,198378,43,"M",243000,2023-01-01,"Республика Марий Эл"
1398,199553,60,"M",263000,2022-01-01,"Ульяновская область"
1057,199574,53,"F",262000,2023-07-01,"Удмуртская Республика"
598,201640,57,"M",336000,2021-03-01,"Республика Татарстан"
4892,199727,56,"M",472000,2021-08-01,"Республика Татарстан"
4950,200317,58,"M",240000,2022-08-01,"Саратовская область"
3216,199539,56,"M",646000,2023-01-01,"Удмуртская Республика"
2483,201492,58,"M",343000,2021-07-01,"Самарская область"
4822,199908,48,"M",358000,2021-10-01,"Ульяновская область"
2766,199656,63,"M",286000,2023-11-01,"Удмуртская Республика"
5431,201156,55,"F",475000,2023-12-01,"Оренбургская область"
991,199278,56,"M",644000,2022-08-01,"Оренбургская область"
3502,201434,53,"M",318000,2021-05-01,"Республика Башкортостан"
698,200995,40,"M",343000,2023-07-01,"Саратовская область"
470,199674,52,"M",586000,2021-07-01,"Нижегородская область"
2223,199868,29,"F",280000,2022-08-01,"Самарская область"
3641,201003,41,"M",240000,2022-02-01,"Пензенская область"
1066,201096,46,"M",359000,2023-11-01,"Оренбургская область"
16,198904,57,"M",459000,2022-07-01,"Республика Башкортостан"
3980,200962,56,"M",240000,2022-04-01,"Нижегородская область"
1714,197586,44,"M",470000,2023-02-01,"Пензенская область"
3485,199849,38,"M",290000,2023-06-01,"Республика Башкортостан"
3444,199737,57,"M",583000,2021-01-01,"Нижегородская область"
2407,199581,52,"M",374000,2023-05-01,"Кировская область"
235,202169,60,"F",606000,2022-09-01,"Республика Башкортостан"
4740,198466,59,"M",253000,2023-08-01,"Республика Башкортостан"
2099,200198,48,"M",471000,2021-10-01,"Нижегородская область"
66,198522,58,"M",263000,2022-01-01,"Нижегородская область"
3337,198130,56,"M",554000,2021-03-01,"Пензенская область"
3080,199627,49,"F",433000,2022-05-01,"Республика Башкортостан"
2030,198814,37,"M",263000,2022-12-01,"Республика Татарстан"
1184,197464,53,"M",558000,2023-04-01,"Пермский край"
5450,199831,43,"M",752000,2022-01-01,"Республика Башкортостан"
4708,198613,57,"M",321000,2023-09-01,"Ульяновская область"
381,199077,49,"M",410000,2023-01-01,"Республика Башкортостан"
1680,201716,55,"M",1752000,2022-02-01,"Нижегородская область"
1506,202067,50,"M",240000,2022-09-01,"Самарская область"
3788,198953,54,"M",256000,2022-04-01,"Кировская область"
1128,199516,48,"M",243000,2023-07-01,"Республика Татарстан"
3204,198083,46,"M",661000,2021-05-01,"Нижегородская область"
1812,198453,37,"F",538000,2023-05-01,"Республика Татарстан"
647,202104,57,"M",240000,2021-03-01,"Кировская область"
4017,200443,56,"M",298000,2022-06-01,"Республика Башкортостан"
1097,199360,38,"M",332000,2023-04-01,"Республика Башкортостан"
313,201403,58,"M",629000,2021-12-01,"Республика Татарстан"
5517,202210,55,"M",281000,2023-09-01,"Нижегородская область"
2515,198703,54,"M",911000,2023-03-01,"Самарская область"
1660,197616,47,"F",547000,2022-02-01,"Республика Татарстан"
1826,201251,41,"M",496000,2022-03-01,"Оренбургская область"
1950,201910,46,"M",850000,2022-11-01,"Республика Татарстан"
4879,199754,36,"M",246000,2021-12-01,"Пермский край"
324,201578,60,"M",828000,2023-07-01,"Республика Башкортостан"
3375,198935,55,"M",444000,2021-07-01,"Самарская область"
393,200853,56,"M",240000,2022-02-01,"Республика Башкортостан"
4707,198361,47,"M",385000,2023-04-01,"Республика Татарстан"
5396,200277,58,"M",549000,2022-11-01,"Саратовская область"
5473,197722,51,"M",459000,2022-05-01,"Самарская область"
1231,198740,54,"M",635000,2021-10-01,"Республика Татарстан"
3824,201438,54,"M",240000,2022-06-01,"Республика Мордовия"
556,200641,61,"M",389000,2023-04-01,"Оренбургская область"
4554,202198,60,"M",492000,2021-06-01,"Нижегородская область"
3225,198070,50,"M",425000,2023-07-01,"Республика Мордовия"
564,200564,38,"M",338000,2022-11-01,"Республика Башкортостан"
744,198928,52,"M",455000,2022-10-01,"Оренбургская область"
4752,201035,34,"M",391000,2023-10-01,"Республика Татарстан"
2401,199544,62,"M",447000,2022-04-01,"Самарская область"
4863,198129,38,"M",670000,2023-03-01,"Нижегородская область"
853,201066,51,"M",704000,2023-08-01,"Пермский край"
4404,198910,48,"M",240000,2023-08-01,"Республика Татарстан"
2029,198507,57,"M",377000,2023-07-01,"Удмуртская Республика"
2058,199459,62,"M",240000,2021-12-01,"Республика Татарстан"
3504,197607,54,"M",531000,2021-08-01,"Пермский край"
2828,199452,47,"M",275000,2021-11-01,"Пермский край"
4193,201125,46,"M",545000,2022-03-01,"Республика Башкортостан"
2325,202257,35,"M",455000,2023-09-01,"Самарская область"
740,198268,61,"M",672000,2023-10-01,"Республика Башкортостан"
2359,199488,57,"M",705000,2023-10-01,"Нижегородская область"
4368,200897,55,"F",631000,2023-11-01,"Нижегородская область"
4018,200951,48,"F",463000,2023-10-01,"Кировская область"
1146,200581,55,"M",398000,2022-05-01,"Пензенская область"
3273,198503,57,"M",409000,2022-11-01,"Самарская область"
448,199724,44,"M",578000,2023-04-01,"Пензенская область"
928,200583,37,"M",691000,2023-06-01,"Нижегородская область"
4469,199180,54,"M",390000,2022-11-01,"Самарская область"
4086,199652,46,"M",240000,2022-11-01,"Пермский край"
2954,201981,54,"F",294000,2023-09-01,"Самарская область"
3917,198579,46,"M",240000,2023-09-01,"Республика Башкортостан"
3602,200803,50,"M",240000,2021-01-01,"Республика Татарстан"
2627,201197,46,"M",345000,2022-03-01,"Удмуртская Республика"
5060,200852,58,"M",345000,2021-08-01,"Удмуртская Республика"
3432,201567,47,"M",305000,2022-03-01,"Саратовская область"
410,200766,38,"M",240000,2021-02-01,"Республика Татарстан"
4545,197911,46,"M",266000,2023-06-01,"Самарская область"
4761,198164,55,"M",240000,2023-08-01,"Нижегородская область"
1052,198758,60,"M",240000,2021-07-01,"Кировская область"
2946,197728,55,"M",363000,2022-01-01,"Республика Марий Эл"
776,198529,60,"M",397000,2022-01-01,"Республика Татарстан"
4150,199948,46,"M",884000,2022-01-01,"Нижегородская область"
188,200079,53,"M",240000,2022-02-01,"Республика Башкортостан"
5198,198387,47,"M",240000,2022-05-01,"Оренбургская область"
2778,201966,49,"M",333000,2022-02-01,"Республика Мордовия"
4164,201024,58,"M",346000,2023-02-01,"Пермский край"
1101,199458,41,"M",637000,2022-05-01,"Республика Марий Эл"
2281,198390,55,"F",443000,2021-07-01,"Пензенская область"
2020,199435,58,"M",411000,2023-12-01,"Пермский край"
679,200572,44,"M",436000,2023-02-01,"Самарская область"
1777,201978,52,"M",947000,2022-11-01,"Ульяновская область"
4553,198163,46,"M",240000,2021-09-01,"Пермский край"
3165,200561,61,"M",349000,2023-12-01,"Чувашская Республика"
1024,198662,46,"M",240000,2021-08-01,"Республика Башкортостан"
3095,198227,36,"M",287000,2023-04-01,"Республика Марий Эл"
4890,200169,51,"M",481000,2022-05-01,"Республика Мордовия"
4020,199143,42,"M",272000,2023-07-01,"Пермский край"
2476,198511,47,"M",267000,2023-07-01,"Республика Башкортостан"
178,199738,54,"M",338000,2022-01-01,"Ульяновская область"
4512,197970,35,"M",415000,2023-08-01,"Республика Башкортостан"
1816,200130,57,"M",584000,2021-06-01,"Удмуртская Республика"
4844,201061,45,"M",1253000,2021-12-01,"Республика Татарстан"
3934,201874,50,"M",1593000,2023-10-01,"Самарская область"
3523,199993,62,"F",240000,2021-11-01,"Республика Башкортостан"
4458,198911,56,"M",240000,2023-12-01,"Республика Татарстан"
4974,201204,50,"M",385000,2023-07-01,"Оренбургская область"
2486,200547,61,"F",370000,2022-03-01,"Оренбургская область"
3305,198265,48,"M",240000,2022-11-01,"Нижегородская область"
3454,199328,40,"M",385000,2021-07-01,"Республика Башкортостан"
4477,198377,46,"M",240000,2022-06-01,"Самарская область"
2732,201102,58,"M",343000,2021-07-01,"Пензенская область"
3970,200950,54,"M",543000,2021-12-01,"Республика Мордовия"
2916,200645,53,"M",365000,2023-11-01,"Оренбургская область"
5298,198665,52,"M",240000,2022-08-01,"Республика Татарстан"
5479,200609,51,"M",439000,2022-06-01,"Республика Башкортостан"
2506,199200,58,"M",278000,2021-10-01,"Нижегородская область"
4819,197450,62,"M",424000,2021-09-01,"Самарская область"
1233,199354,50,"M",301000,2022-02-01,"Республика Татарстан"
3986,197823,61,"M",240000,2022-07-01,"Республика Мордовия"
5012,197701,58,"M",272000,2023-02-01,"Удмуртская Республика"
2680,200198,53,"M",645000,2021-05-01,"Саратовская область"
4122,198096,60,"M",354000,2022-06-01,"Республика Башкортостан"
684,198123,49,"F",298000,2021-07-01,"Нижегородская область"
5408,197889,60,"M",881000,2022-06-01,"Республика Башкортостан"
2523,198116,49,"M",240000,2022-02-01,"Пензенская область"
1505,200372,48,"M",570000,2022-10-01,"Республика Башкортостан"
1419,199657,59,"M",425000,2021-11-01,"Республика Башкортостан"
1032,201215,58,"M",485000,2021-06-01,"Пензенская область"
589,201821,54,"M",398000,2022-04-01,"Республика Татарстан"
790,199683,33,"M",359000,2021-07-01,"Республика Башкортостан"
388,201128,59,"M",528000,2021-06-01,"Чувашская Республика"
4586,201851,46,"M",272000,2023-06-01,"Республика Башкортостан"
